feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,output
1.651,0.886,1.883,-3.254,12.037,-2.092,12.556,1.861,6.061,-4.082,1.993,-2.123,4.384,4.387,-1.457,-0.353,0.621,-0.05,-0.317,13.9,0
5.607,-4.966,0.672,1.592,2.662,-3.271,5.107,-3.3,5.051,-0.283,3.352,2.44,4.847,-4.5,1.714,-2.019,3.918,4.376,0.596,20.042,0
1.224,1.552,1.64,-2.037,-3.021,-2.272,8.434,-2.919,1.16,3.033,-2.954,0.536,-0.257,-4.72,2.514,-3.137,-2.124,3.89,-1.321,3.785,0
2.751,0.399,3.348,-3.486,2.924,0.718,10.232,-1.258,1.014,-1.536,2.764,-2.577,-1.066,2.236,3.551,2.205,-0.532,-1.415,-3.37,2.379,1
2.182,1.542,1.306,-1.02,4.508,1.417,-1.149,0.554,-1.358,1.436,0.228,0.544,-1.811,2.376,1.488,2.223,-0.242,1.897,-1.487,-2.016,0
1.033,-0.431,0.524,0.949,-1.579,-1.104,0.297,-4.606,-1.923,3.068,-2.925,5.648,-1.812,-8.588,-1.54,0.57,0.854,-0.333,0.6,0.872,0
-2.22,-3.201,-2.621,-0.317,-6.468,-5.081,-4.256,-4.431,-3.026,1.14,3.439,1.135,-2.569,-4.338,-0.114,1.204,0.034,-0.001,-3.005,-2.781,1
0.467,-5.163,-0.289,1.771,-4.377,2.88,-1.958,-2.393,-0.663,-1.086,-0.197,0.618,-1.435,2.63,0.354,2.239,2.349,1.507,-0.445,6.963,1
0.633,0.417,-1.345,2.491,0.574,3.154,-10.388,3.951,-3.9,6.104,-3.148,-0.373,1.628,0.984,-2.109,2.504,0.059,3.11,-3.089,-4.963,0
-8.455,-1.56,-1.398,0.535,0.56,3.503,-7.227,2.643,2.296,-2.496,-1.155,-2.226,0.063,12.212,-0.281,5.108,1.085,4.044,-2.1,1.514,1
-0.141,-0.31,1.063,2.656,0.187,2.163,-6.877,-0.101,-4.792,4.028,1.966,0.987,2.437,-2.126,0.84,1.83,-0.811,0.398,-1.057,-9.647,0
2.233,-3.747,1.546,0.65,3.61,-2.239,2.129,-0.481,3.281,1.067,1.994,0.33,4.433,-0.227,-0.85,1.089,3.06,1.277,0.098,11.649,0
-1.699,0.471,-2.846,-0.273,-4.118,-4.46,-3.854,-2.757,-6.583,1.419,2.931,0.349,-0.48,-5.401,-1.309,-1.795,-1.1,-0.752,-3.343,-7.144,1
3.93,4.376,2.91,1.941,7.538,-3.17,3.216,0.441,0.515,1.716,2.971,0.584,3.659,-8.545,-0.218,-0.911,0.677,-1.523,-1.813,-0.572,1
-0.546,-1.82,-3.839,5.712,-10.526,8.429,-11.499,1.119,-1.165,-1.813,-3.343,-1.752,-1.777,3.445,2.019,2.002,3.996,2.366,-1.779,2.377,1
-2.421,-1.547,0.313,1.782,-1.321,0.695,0.299,-1.34,-0.094,-1.83,-2.221,-0.335,3.29,3.018,-1.619,-0.671,5.376,3.478,-2.201,14.931,0
1.22,2.442,0.417,1.783,5.267,3.84,-11.812,6.228,0.535,0.558,-0.834,1.287,-0.687,2.985,-0.371,3.798,4.613,-3.517,1.224,-6.01,1
-2.137,1.286,-1.047,3.614,3.345,3.482,-6.686,2.86,-2.005,1.061,0.063,0.704,2.643,0.005,-1.69,0.197,-3.357,0.671,1.647,-10.124,1
0.412,2.103,0.528,2.709,-4.362,-5.085,-6.161,1.012,3.168,0.608,2.983,-1.761,-3.05,-3.602,3.996,-1.177,1.551,3.305,-2.927,-1.469,1
-0.608,-4.068,3.598,0.459,-4.977,-3.404,4.875,-4.989,-0.338,-0.396,1.889,-1.068,-1.299,-0.61,-1.472,1.105,0.569,-2.929,2.175,2.747,0
3.069,4.181,2.046,3.051,4.051,2.94,-10.327,5.151,0.637,4.364,0.401,-0.236,1.024,-0.6,2.347,2.629,0.617,-1.116,2.068,-12.497,1
4.388,-1.182,0.38,0.183,6.246,-0.121,9.198,-3.62,2.163,-3.043,1.519,1.514,2.522,-1.677,-0.125,-0.679,1.721,2.507,-0.547,16.099,0
-1.76,2.501,1.629,0.035,6.279,-4.979,0.262,0.454,-0.877,0.837,3.8,3.716,1.984,-8.86,-0.868,-1.275,-0.331,-2.74,-2.426,-6.346,0
-2.373,0.011,0.866,1.227,5.676,-2.957,-12.193,0.559,0.321,3.335,4.286,4.049,6.532,-0.754,0.606,1.617,4.324,-1.178,5.208,-5.698,0
-2.02,-2.174,0.519,3.304,-5.254,0.611,-13.561,1.036,0.141,5.073,-1.433,0.97,-0.037,0.646,0.54,4.038,3.463,1.171,0.977,-4.426,0
-1.418,-2.578,-1.138,2.614,-15.419,-2.127,7.678,-5.346,7.325,-1.914,-1.334,-1.89,1.83,-10.233,2.655,-1.797,2.645,-2.999,0.326,9.945,0
-2.657,-0.518,0.456,-1.801,-1.152,-1.818,-0.255,-1.471,-2.975,0.363,1.3,-1.289,1.68,3.65,0.357,-0.564,1.13,1.712,-1.696,1.399,1
2.299,-1.159,3.715,-5.115,10.613,3.061,4.122,2.418,-0.691,0.406,1.319,0.544,2.967,10.633,2.19,0.815,0.526,1.761,1.724,3.485,0
1.488,0.787,-4.461,1.757,1.717,5.519,-3.075,-1.958,0.618,-2.607,2.822,1.237,-1.59,-1.436,3.506,4.156,-2.719,0.463,-0.528,-5.938,1
0.853,1.799,1.069,0.811,-0.525,7.494,7.287,1.893,-2.022,-2.987,2.417,-4.465,0.942,0.157,3.604,0.248,-5.138,-3.211,-3.94,-9.859,1
-1.267,-4.459,-3.146,-0.864,-4.125,4.852,-8.652,2.646,-6.149,0.887,-1.757,-2.658,-3.017,12.426,-2.006,1.28,-2.759,2.854,0.683,-5.456,1
-2.157,-1.947,-0.588,2.319,-0.857,9.102,0.556,0.687,-2.106,-3.004,-2.916,0.12,1.855,4.294,0.002,1.285,0.941,1.31,-2.532,4.545,1
-0.104,-2.104,1.828,-2.649,-1.222,2.932,11.216,1.278,0.822,-2.105,-3.371,0.713,0.443,-0.324,0.385,-3.276,-0.087,-0.945,-2.791,8.025,0
1.847,-0.091,-1.317,4.26,-5.148,0.861,4.719,-6.472,1.056,-0.599,-0.287,-2.611,-0.922,-4.511,0.733,2.753,-0.937,4.351,-4.012,8.507,0
0.5,-0.055,2.679,-1.501,-0.671,12.518,2.873,0.654,-1.446,-0.338,-4.993,-1.975,2.812,12.375,4.451,2.017,0.958,1.48,3.406,1.453,0
5.08,-2.45,-0.326,4.576,-1.623,-3.681,1.348,-4.123,5.023,-2.696,0.158,-1.076,-4.81,-2.591,-1.79,3.314,5.421,4.364,-3.941,21.685,0
-1.335,-1.149,-1.786,-1.074,1.2,-0.819,-1.148,-2.627,-0.256,-1.127,3.343,-0.146,-1.788,2.391,0.841,3.249,-2.07,0.9,-0.33,-3.003,1
-1.223,-3.534,-1.53,-1.594,-9.188,0.998,6.26,-3.701,-2.567,-4.121,-1.149,-0.647,-1.63,1.242,1.066,-4.086,1.191,0.736,-1.869,9.125,1
-0.818,-2.613,-3.584,2.335,-0.691,5.266,-5.07,0.08,-6.659,-0.886,-0.003,1.047,0.532,0.733,-3.537,0.865,-2.118,-1.419,-0.544,-5.669,1
0.67,0.321,2.21,-2.516,7.972,-5.881,11.922,-1.224,2.812,-3.187,3.918,1.413,1.371,-4.908,-0.99,-2.047,0.057,-1.16,-3.428,8.917,0
0.814,0.248,-0.405,-3.261,13.529,-0.511,8.132,-0.36,1.436,-5.041,3.591,0.679,2.968,5.213,-2.321,0.465,-0.997,-0.494,1.595,7.481,0
1.689,-3.549,1.081,0.543,-8.719,5.296,5.64,-1.13,-1.506,0.449,1.877,-3.267,1.31,-2.423,4.266,0.529,-2.798,-3.604,-2.12,-5.869,1
-3.293,-3.322,2.436,4.456,2.405,-1.107,-8.862,-1.885,0.273,0.419,4.275,3.217,4.881,-0.324,-0.076,2.751,5.171,0.561,2.072,2.404,0
-0.095,-2.908,2.127,-1.41,2.69,1.794,4.262,1.065,4.877,-2.503,-1.179,1.471,2.101,4.417,1.422,-0.121,4.191,0.875,1.226,13.08,0
-3.281,0.512,1.124,3.016,1.386,2.64,-15.31,2.478,-3.972,4.982,2.193,4.332,6.363,-2.649,1.802,1.124,2.683,-2.456,3.25,-15.445,0
3.964,-1.806,2.269,1.145,2.108,1.594,-1.04,-1.075,-0.038,2.977,1.043,0.39,-0.922,0.606,1.846,3.751,0.138,2.658,-1.142,1.417,0
1.351,1.707,0.062,2.521,6.647,-1.489,-8.444,0.472,-0.893,1.144,2.181,3.157,0.762,-1.211,-0.687,0.892,2.068,1.9,1.621,-1.52,0
-1.988,-0.666,-0.254,2.924,-4.837,0.389,-3.874,0.826,0.869,0.718,-1.331,1.91,0.537,-6.214,0.146,-0.469,2.247,-1.444,-1.75,-0.854,0
0.296,2.938,2.292,-6.825,7.718,0.342,9.668,3.248,-1.016,-1.484,-0.358,-2.692,-3.433,6.64,-1.254,1.494,-3.963,-3.918,-1.967,-5.779,0
-0.4,2.682,3.367,0.23,7.378,-0.673,4.877,-1.377,-0.394,-0.283,0.296,-0.197,1.295,1.636,-0.923,0.957,-0.404,2.818,-1.464,3.791,0
2.692,-0.495,-0.173,-2.084,7.885,1.179,7.936,-1.807,2.132,-1.725,1.585,2.65,3.288,-0.664,1.119,-0.604,-1.15,1.016,1.665,6.663,0
-0.988,-0.23,2.192,0.659,4.075,2,-5.772,0.363,-2.159,2.497,0.705,2.56,0.02,2.473,1.326,2.816,0.28,2.39,-0.18,-4.889,0
0.783,-1.708,-0.526,1.453,-3.533,1.554,-2.779,-0.568,0.165,-0.941,0.844,-1.07,-2.211,1.562,1.981,1.761,1.523,1.629,-2.284,2.555,1
1.57,1.302,-1.802,1.885,-6.891,7.465,-3.193,0.476,-2.822,-0.951,1.395,-5.309,-0.326,4.075,6.397,1.141,-1.131,2.395,-3.942,-5.767,1
6.611,-2.862,-1.082,-2.051,-2.794,-2.015,1.739,-5.171,-5.554,0.536,4.317,1.511,-0.385,-3.254,2.637,-2.481,2.032,0.106,-0.611,4.503,1
6.103,-5.466,2.174,-3.233,5.13,2.181,13.311,-0.418,4.981,0.48,-1.67,-0.086,0.062,5.147,2.246,0.409,-1.552,7.705,-2.633,19.76,0
-2.119,-1.772,0.803,-0.096,0.04,1.159,2.428,-3.033,1.603,-1.199,1.778,1.494,-0.39,-0.403,1.805,2.71,-1.511,-0.696,1.003,-2.068,1
4.742,0.499,-7.852,-0.547,-3.182,3.298,-4.198,-3.685,-3.045,-2.2,1.191,1.672,0.653,-2.957,2.819,-0.223,3.434,0.04,-0.817,4.652,1
4.257,0.488,0.785,0.202,1.246,-6.185,4.474,-4.66,-0.525,1.595,3.086,-0.163,-1.546,-7.396,-1.134,1.561,0.593,-0.196,-3.465,4.707,1
-0.086,0.26,1.573,2.267,-5.633,1.478,-9.424,3.356,3.683,3.639,-0.601,-0.139,-1.667,-2.264,4.058,3.343,2.416,-2.303,0.513,-9.031,1
-1.819,-0.467,1.764,-0.571,-4.186,0.539,4.791,-4.136,2.903,-1.981,1.335,1.065,-0.594,-2.078,5.105,0.272,0.42,-0.384,0.848,0.649,0
1.178,-2.639,4.426,-2.138,6.964,-2.706,3.802,0.252,0.484,0.781,2.329,-0.811,-2.09,5.413,-1.327,3.983,0.382,1.562,-3.066,5.489,0
-2.183,1.031,1.749,-1.171,9.418,0.943,9.827,-1.494,1.503,-2.985,1.498,2.697,3.214,-1.191,-0.62,-0.601,-3.58,-0.157,0.93,0.986,1
0.006,-3.416,-1.72,2.42,-4.712,-2.93,-4.082,0.876,1.219,5.052,-0.609,1.249,2.925,-7.633,-0.658,-0.883,0.593,2.893,-3.781,3.31,0
-3.656,0.104,0.747,0.938,-8.134,1.369,-3.729,-2.163,0.909,-0.072,-2.302,-0.435,-7.28,1.397,3.248,4.129,0.57,2.235,-3.433,-3.069,0
-1.473,-2.666,-2.565,2.354,-11.208,0.704,-8.874,-1.838,-6.026,0.807,0.509,-0.281,-1.841,-1.591,0.719,-0.968,1.923,0.118,-2.314,-4.055,1
2.336,5.31,3.019,4.414,5.71,4.007,5.142,2.081,-0.351,-0.859,2.318,-0.086,5.836,-10.246,1.378,-1.139,-0.619,-4.642,-3.122,-6.098,1
2.839,-4.794,-1.251,-1.867,7.227,1.4,8.577,-0.851,1.674,-5.503,3.439,1.82,3.474,2.315,-1.022,-1.361,0.901,-0.67,0.795,13.808,0
0.65,2.426,-0.807,2.79,-1.213,-4.146,-4.457,-1.791,0.499,0.662,1.106,0.986,-0.405,-5.384,0.144,-1.603,1.473,1.895,0.538,0.468,1
2.115,-3.453,2.4,2.115,-5.598,-6.575,3.561,-4.274,1.262,3.584,5.318,0.65,1.006,-12.68,1.949,-0.517,-1.176,-1.543,-2.286,-1.615,0
-1.541,-4.167,-2.935,0.299,-8.377,-0.887,-1.015,-2.249,0.952,1.196,2.418,-2.558,0.271,-1.237,1.002,1.515,-3.657,-1.165,0.964,-5.707,1
-2.935,-3.028,-3.833,2.138,-4.53,9.341,-4.271,-0.475,-4.517,-4.421,-2.653,0.669,-1.402,5.991,-0.432,1.118,0.367,1.229,-1.252,1.307,1
-2.332,-2.682,-0.876,-1.417,2.667,8.879,1.333,-1.94,-3.17,-3.448,-0.037,0.665,1.149,9.829,1.604,3.442,-1.016,1.322,0.806,0.605,1
-0.376,-3.195,-1.183,-1.152,11.061,4.573,8.674,-1.644,1.068,-6.741,-0.717,6.824,0.158,0.87,-3.522,0.337,-0.896,-0.792,1.732,10.536,1
-0.357,-2.644,0.412,-0.785,-1.52,1.268,4.411,-0.824,-1.18,-3.653,-1.768,0.665,-1.184,3.699,-1.884,-3.207,0.529,-0.288,2.444,6.946,0
-2.29,-0.323,0.79,1.435,7.026,-1.72,-10.539,2.635,2.259,-0.419,1.217,2.599,-0.951,5.812,-0.695,2.835,4.133,3.959,0.576,3.621,1
-0.641,1.942,-3.908,2.159,-1.674,0.271,-10.934,0.71,-1.788,0.364,1.215,0.919,-0.491,-2.308,1.372,1.308,2.867,1.357,-3.221,-3.246,1
0.75,4.37,3.729,1.557,3.038,4.945,-4.659,3.536,0.182,3.066,-1.481,-2.366,0.424,4.896,3.21,3.178,-0.336,1.458,0.562,-8.797,1
5.452,0.125,0.691,-2.038,9.128,-1.027,6.529,-1.271,1.968,0.1,2.34,0.338,1.689,1.093,0.821,1.002,-0.426,2.958,-0.374,8.733,0
5.634,-4.426,0.375,-2.928,-2.089,-0.814,9.623,-2.067,0.014,2.285,-0.697,3.753,-3.147,-6.663,2.987,-3.485,-3.272,3.781,-3.669,6.657,0
-1.848,0.913,0.582,0.936,-4.028,-4.769,3.294,-2.28,-1.415,3.327,1.458,1.557,4.285,-13.242,0.248,-3.078,-0.367,-1.889,-4.126,-3.142,1
-0.595,-4.9,-3.153,-3.323,-3.705,-4.064,6.933,-1.345,-0.739,-3.404,-1.053,-2.233,-1.926,3.287,-4.651,-2.01,1.504,0.952,-4.482,16.211,0
0.646,2.926,-1.342,2.462,2.354,2.817,-1.961,0.465,-1.176,0.278,-1.401,0.565,0.278,-3.294,-1.243,1.726,-0.462,-0.327,-1.869,-2.814,0
1.192,0.207,1.937,1.491,-3.075,-2.184,0.209,-0.501,3.996,3.852,2.329,0.181,2.992,-8.453,4.08,0.484,0.035,-1.458,-0.119,-4.421,1
1.289,-1.355,-0.199,1.186,4,1.017,1.097,-1.864,2.101,-3.033,1.116,3.527,-1.004,-0.586,0.551,0.149,0.574,1.596,1.999,5.803,1
2.16,3.709,0.31,2.255,0.608,-2.242,0.783,-0.673,1.563,1.537,3.939,-1.833,1.193,-8.611,1.309,1.391,-2.781,-3.926,-0.193,-10.482,1
1.596,4.5,3.834,2.451,6.344,3.296,-2.883,1.903,-0.144,2.649,-1.336,1.843,3.861,-2.489,1.253,1.869,3.71,-0.671,-0.205,-1.718,1
1.392,-0.432,1.51,0.4,2.043,-3.084,5.321,-3.405,0.879,-0.01,1.151,0.005,1.167,-0.993,-0.27,-1.376,-0.6,3.589,0.497,7.623,0
-0.142,-1.256,-1.185,3.842,2.474,6.027,-6.252,4.332,-0.772,-1.661,0.507,0.149,0.319,2.409,-0.996,1.266,-1.666,-0.569,0.445,-5.769,1
2.773,-1.797,-0.493,-1.474,5.351,-0.327,3.725,-0.414,-0.463,-0.383,0.188,1.909,0.889,0.638,-0.002,-0.568,1.993,5.059,-4.971,13.43,0
0.59,2.349,1.75,0.263,6.292,6.338,-1.609,2.114,-2.814,-0.297,-0.834,-1.363,1.287,7.614,-0.158,2.766,-0.623,-0.218,1.528,-4.828,1
1.422,-2.278,1.615,3.495,5.118,5.597,3.585,-0.198,6.007,-3.868,-2.114,4.005,-0.166,-0.586,0.304,2.49,2.301,1.344,1.2,12.04,1
-2.669,-3.398,0.225,-0.361,-3.16,1.514,5.723,-2.832,0.652,-2.874,-0.817,-0.793,3.199,2.09,-1.195,0.413,2.759,-1.66,0.027,9.97,0
-2.331,0.997,-0.327,2.49,-4.563,-0.726,-7.972,1.09,1.965,3.534,0.315,0.166,-0.281,-4.585,1.756,2.26,-0.885,-1.399,0.752,-11.559,1
-1.549,1.369,-1.004,3.178,-2.812,1.477,-7.397,0.944,0.021,1.604,-0.155,0.272,-2.123,-3.268,0.847,2.769,-1.121,-0.345,-1.345,-9.547,1
0.175,0.428,-1.646,0.904,-3.37,6.277,6.538,0.296,-4.861,-2.738,1.568,-4.908,4.28,-1.101,-0.024,-0.932,-2.981,-4.83,-3.805,-5.267,1
4.818,-2.368,-1.1,-5.287,8.373,-0.545,11.327,0.052,2.889,-1.176,2.648,0.036,3.61,1.866,2.49,-0.411,0.461,4.03,-5.4,16.156,0
-4.578,-2.175,-2.431,0.182,-8.559,3.685,-4.734,0.416,-0.341,-3.702,-1.191,-3.452,-3.535,9.233,2.608,1.17,1.547,3.513,-3.125,2.891,1
2.543,-1.47,-0.043,-0.708,-0.231,-1.778,0.295,-2.141,-3.91,0.229,2.396,2.114,0.944,-3.094,0.715,-2.547,2.287,0.313,-1.581,3.769,1
5.673,-3.593,2.37,2.697,-3.515,0.47,-3.376,-7.865,-4.74,3.343,2.889,2.223,-1.093,-1.841,3.135,2.5,2.692,3.541,1.422,3.713,0
3.029,-1.463,2.878,-0.022,4.428,-2.216,1.135,-1.049,0.583,4.161,0.755,3.246,0.172,-5.256,-0.741,2.709,0.509,-0.617,-0.713,0.694,0
-2.194,-0.334,1.153,2.493,5.242,3.73,-13.084,3.555,-2.597,3.669,-2.055,1.224,0.825,7.036,-3.074,5.7,2.182,1.3,1.253,-5.397,0
2.81,-1.581,-1.939,-0.24,-3.76,-3.917,0.548,0.57,6.939,1.059,-1.441,-0.953,0.249,-3.535,-0.522,0.353,3.276,-1.297,1.222,9.485,0
2.935,1.216,-0.09,-2.478,9.817,1.63,9.747,0.451,2.183,-1.683,-0.779,2.004,5.097,-1.166,-0.282,-1.123,1.602,1.062,-2.156,12.834,0
2.327,-1.754,3.409,1.524,1.231,-0.886,-1.036,-3.349,1.397,4.465,0.857,3.423,2.316,-5.648,1.582,3.928,3.617,-0.247,0.299,3.138,0
3.448,-2.642,1.194,2.95,5.616,-6.988,2.139,-2.694,2.938,0.436,4.176,2.617,1.28,-7.644,-1.664,0.348,3.057,4.306,-4.64,15.278,0
-0.36,-1.146,1.178,-3.819,2.194,-0.59,9.892,2.192,-0.351,0.005,-2.138,0.616,-0.763,-1.577,-2.121,-2.127,-2.864,-1.539,-3.848,1.936,1
0.279,2.53,4.974,-0.235,2.842,-1.095,8.57,-0.331,1.19,2.201,-2.443,-0.057,0.259,-2.506,0.382,-1.484,-2.226,2.711,-1.788,2.006,0
0.281,3.708,4.232,-3.354,5.453,-0.334,7.819,-1.221,0.697,1.042,-0.636,-0.562,5.915,0.731,2.078,0.685,5.171,-0.789,-2.21,8.359,1
2.514,-2.002,1.542,-1.06,2.981,2.377,4.434,-1.572,0.277,-1.334,-1.492,0.684,1.198,3.033,-0.383,2.656,5.842,0.567,-2.807,15.446,0
-4.013,1.122,-0.114,1.4,-4.923,-2.78,-3.013,-0.71,-0.124,-0.543,0.368,-1.7,-1.441,0.089,0.566,-1.169,-0.089,2.166,-1.562,-1.959,1
-0.09,-0.539,2.266,-2.515,7.02,-5.292,0.739,-0.412,4.51,-0.83,4.25,4.105,2.337,-1.209,2.271,-0.797,3.562,-0.501,2.796,4.866,0
-0.991,-1.055,-1.18,3.445,0.901,-10.763,-5.52,-1.736,4.531,-0.784,1.88,0.792,-6.078,-5.529,-5.29,4.026,4.373,2.425,-5.702,11.583,0
4.493,-1.083,0.445,-1.796,6.521,-2.411,9.598,0.043,2.07,-1.202,0.144,1.568,0.834,-3.062,-1.981,-2.356,-0.009,0.928,-1.76,12.221,0
1.628,-1.686,1.726,2.525,-1.951,-1.47,-0.24,-2.286,-0.57,1.038,3.229,1.412,-1.488,-6.878,1.737,1.262,0.187,-0.216,-3.32,-1.366,0
-0.243,-2.335,-3.033,-0.468,-0.71,1.111,-8.001,2.762,-2.275,-0.192,-0.023,-4.784,-3.024,12.739,-3.226,2.634,-2.052,1.977,2.191,-3.051,1
-3.651,-1.187,-0.696,-0.128,-1.974,8.241,1.008,-0.525,-0.876,-2.215,-1.613,-4.46,3.885,12.135,2.52,2.722,0.116,3.983,-0.863,4.35,1
3.564,3.881,2.142,2.838,10.319,4.189,-0.034,2.462,-0.346,0.578,2.524,0.013,4.116,-0.97,0.942,1.007,-2.449,-0.237,1.495,-6.779,1
0.263,0.713,-0.516,0.77,0.54,-6.592,-2.055,-1.275,1.337,2.058,3.414,1.26,1.627,-8.262,-0.54,-0.031,1.388,-1.462,-1.404,-0.884,0
2.062,-0.755,-0.386,-0.484,4.263,0.02,1.681,-0.341,0.772,-1.065,-2.472,2.695,1.318,0.179,-2.633,-0.228,4.749,0.686,-0.072,13.436,0
-2.195,-3.195,1.386,3.305,-8.104,-7.494,-1.285,-3.552,2.471,2.554,2.54,-1.198,-1.936,-8.754,-1.48,3.049,1.189,-1.527,-3.942,0.798,0
-1.206,4.425,2.316,-1.447,11.02,6.258,1.552,2.957,-0.301,-3.23,-1.012,-0.382,1.647,9.132,0.78,2.84,1.527,0.304,-0.452,0.599,1
1.946,-1.953,-1.543,0.09,-4.905,0.994,-5.017,1.874,0.736,1.598,2.329,-2.741,-1.669,0.622,2.232,2.677,-1.062,-2.791,0.069,-8.133,1
5.404,-1.025,1.532,2.235,6.316,-0.629,-0.422,-1.259,0.272,2.203,2.694,1.997,-0.276,-3.519,0.019,2.726,-0.263,2.301,-1.1,2.709,0
-0.696,0.081,0.356,-0.786,5.627,3.526,-4.334,4.51,0.234,-1.26,-1.463,-2.523,0.301,13.032,-1.137,1.878,1.278,3.049,1.223,3.279,1
0.249,-1.176,-4.916,-1.55,4.523,-0.54,-8.123,-1.735,-3.378,0.017,5.079,1.459,-1.217,2.514,0.049,4.873,-0.723,0.738,-1.516,-5.444,1
-0.864,0.023,1.019,2.653,-3.244,5.338,-0.967,0.952,-0.051,-0.009,0.569,0.826,-0.386,-4.675,3.586,1.598,-1.611,-2.394,-2.339,-9.248,1
0.468,-1.866,-1.439,2.315,-5.768,2.472,-2.545,-0.743,-1.686,-2.459,-0.615,2.307,-3.529,-3.924,0.928,-1.135,1.854,-0.912,-2.145,1.21,1
1.31,0.858,2.971,-1.233,-3.119,-0.705,8.106,-2.525,2.547,1.27,2.298,-3.379,1.972,-2.988,4.295,1.392,-0.921,-2.294,-1.188,-1.701,1
-1.843,-1.088,-2.034,0.435,-3.538,-1.886,-4.732,-3.265,-4.297,3.964,-0.834,3.149,3.81,-6.802,-2.808,0.652,2.642,-2.905,0.181,-2.202,1
-2.994,-1.464,2.045,3.019,0.555,-5.749,0.572,-4.747,2.799,-2.555,5.694,4.058,3.232,-8.92,0.823,-0.845,3.858,-1.951,0.744,4.574,0
0.43,1.032,1.817,1.583,3.391,-2.07,-2.508,0.143,2.674,1.955,1.157,1.678,0.546,-3.254,0.593,1.826,0.913,0.541,0.447,-1.056,1
3.102,-1.929,-1.078,3.373,-6.656,0.21,-9.389,-0.334,-4.227,0.545,-0.186,3.922,-4.101,-7.019,0.308,-1.151,5.516,-1.613,-2.585,0.616,1
4.712,-6.812,-2.316,1.557,-11.316,-7.135,0.703,-1.835,7.652,4.257,0.67,-3.157,6.975,-6.892,-0.032,-2.001,6.01,-0.159,1.918,18.485,0
-2.266,-2.03,1.389,2.248,-2.676,-7.449,-4.299,-3.043,4.306,0.362,3.702,1.577,-0.025,-5.481,-0.248,2.087,4.415,-1.798,1.1,3.228,0
0.756,1.265,1.851,0.978,2.642,4.201,-4.944,3.372,-2.201,1.841,-0.409,0.339,-0.346,2.653,1.384,1.146,-0.867,0.158,0.239,-8.399,1
-0.527,1.602,4.057,-1.87,0.474,-4.632,16.021,0.224,5.54,-1.706,-3.238,-2.526,-0.805,-2.486,-2.686,-3.832,-2.572,-1.186,0.087,8.109,0
-0.578,2.525,0.579,-1.908,0.01,-2.379,14.151,-3.901,-2.763,-2.501,3.958,-1.003,3.825,-11.408,-0.292,-1.702,-1.368,-7.653,-5.939,-2.205,1
1.5,-4.444,0.493,-1.256,-5.946,4.391,5.424,0.412,-3.842,0.273,1.3,-3.691,0.719,3.01,2.488,-1.29,-3.472,0.116,-3.422,-1.958,1
3.274,-1.149,-2.356,-1.328,6.812,-0.27,2.871,-1.914,0.272,-2.04,1.556,1.722,3.183,1.491,-1.322,-0.357,1.93,1.668,1.247,11.381,0
-0.555,-0.721,1.445,3.332,-2.242,6.528,3.777,-0.398,-0.112,-0.533,0.619,-1.848,2.574,-1.063,2.943,0.731,-3.865,0.703,-1.292,-4.603,1
0.872,-2.382,0.144,3.126,1.417,-6.534,-3.122,-1.358,4.713,0.409,1.902,-0.388,0.976,-2.963,-4.35,3.462,4.931,-0.782,0.164,11.07,0
-3.056,2.501,-4.976,2.284,-4.309,-4.825,-18.136,-0.346,-3.9,4.013,3.359,-1.82,-0.522,-0.728,-0.221,3.025,1.298,2.075,-2.149,-11.617,1
1.342,2.747,1.491,-1.539,3.792,-2.814,6.884,2.184,2.443,1.442,-2.223,-0.341,2.552,-1.739,-0.151,-5.107,-1.636,3.57,-0.391,5.497,0
-1.263,-2.184,-0.992,1.082,-0.52,5.222,-3.517,1.775,0.722,-3.146,-0.757,-1.288,-1.252,8.171,1.691,2.344,2.451,3.782,-2.899,6.872,1
2.702,-1.682,4.49,3.648,-5.111,-1.176,4.835,-5.636,0.735,-1.179,-0.051,-1.683,-0.621,1.215,1.653,-2.653,1.932,4.854,3.178,12.037,0
0.42,1.453,1.698,-1.525,5.153,-0.511,1.33,2.861,-0.209,-0.261,0.502,-1.937,0.521,4.821,-0.307,-0.123,0.437,1.502,-2.117,2.194,1
-1.821,2.248,0.167,2.905,-0.11,-2.914,-7.729,0.18,0.106,0.251,0.602,3.133,-1.54,-4.841,-0.097,-0.968,2.068,0.276,0.68,-3.965,1
-0.45,-1.318,2.79,0.204,-2.255,0.282,1.337,-4.304,-0.852,2.706,0.222,0.972,1.538,-1.576,1.343,2.628,0.917,-0.834,1.535,-1.017,0
-1.179,2.532,-1.629,1.134,2.08,-1.308,-1.369,-2.222,-3.333,0.291,0.894,3.844,0.559,-8.608,-1.794,-0.361,-0.674,-2.387,-1.321,-6.021,1
2.244,-2.548,0.774,0.209,-2.091,7.574,5.102,-2.699,1.74,-4.319,0.674,2.967,-1.818,-0.313,6.527,0.638,0.742,-0.087,0.274,3.743,1
0.215,-4.901,1.576,1.473,-3.008,-5.116,2.697,-4.384,-1.059,-2.587,2.746,-1.501,-2.434,3.278,-2.607,-1.934,0.329,3.242,1.294,10.405,0
